frequency,unit,nuts2_code,year,gdp_value,status
A,MIO_EUR,PL71,2001,13247.29,
A,MIO_EUR,PL71,2002,13290.69,
A,MIO_EUR,PL71,2003,12327.05,
A,MIO_EUR,PL71,2004,13072.85,
A,MIO_EUR,PL71,2005,15597.55,
A,MIO_EUR,PL71,2006,17331.9,
A,MIO_EUR,PL71,2007,19726.74,
A,MIO_EUR,PL71,2008,23066.21,
A,MIO_EUR,PL71,2009,19639.76,
A,MIO_EUR,PL71,2010,22562.14,
A,MIO_EUR,PL71,2011,23453.39,
A,MIO_EUR,PL71,2012,24068.57,
A,MIO_EUR,PL71,2013,24072.73,
A,MIO_EUR,PL71,2014,25250.46,
A,MIO_EUR,PL71,2015,26533.67,
A,MIO_EUR,PL71,2016,26106.28,
A,MIO_EUR,PL71,2017,28475.63,
A,MIO_EUR,PL71,2018,30395.76,
A,MIO_EUR,PL71,2019,32702.89,
A,MIO_EUR,PL71,2020,33088.5,
A,MIO_EUR,PL71,2021,35596.0,
A,MIO_EUR,PL71,2022,39866.65,
A,MIO_EUR,PL71,2023,45427.53,
A,MIO_EUR,PL71,2024,50901.66,p
A,MIO_EUR,PL72,2000,5078.92,
A,MIO_EUR,PL72,2001,5786.53,
A,MIO_EUR,PL72,2002,5794.87,
A,MIO_EUR,PL72,2003,5355.7,
A,MIO_EUR,PL72,2004,5715.72,
A,MIO_EUR,PL72,2005,6500.68,
A,MIO_EUR,PL72,2006,7384.13,
A,MIO_EUR,PL72,2007,8539.47,
A,MIO_EUR,PL72,2008,10238.46,
A,MIO_EUR,PL72,2009,8525.82,
A,MIO_EUR,PL72,2010,9453.32,
A,MIO_EUR,PL72,2011,9786.56,
A,MIO_EUR,PL72,2012,9784.92,
A,MIO_EUR,PL72,2013,9600.23,
A,MIO_EUR,PL72,2014,10038.37,
A,MIO_EUR,PL72,2015,10455.98,
A,MIO_EUR,PL72,2016,10210.31,
A,MIO_EUR,PL72,2017,11117.99,
A,MIO_EUR,PL72,2018,12017.41,
A,MIO_EUR,PL72,2019,12605.77,
A,MIO_EUR,PL72,2020,12481.49,
A,MIO_EUR,PL72,2021,13562.94,
A,MIO_EUR,PL72,2022,14758.27,
A,MIO_EUR,PL72,2023,17069.89,
A,MIO_EUR,PL72,2024,19642.22,p
A,MIO_EUR,PL81,2000,7842.01,
A,MIO_EUR,PL81,2001,9115.72,
A,MIO_EUR,PL81,2002,8905.69,
A,MIO_EUR,PL81,2003,8121.08,
A,MIO_EUR,PL81,2004,8505.81,
A,MIO_EUR,PL81,2005,10011.57,
A,MIO_EUR,PL81,2006,10982.82,
A,MIO_EUR,PL81,2007,12637.4,
A,MIO_EUR,PL81,2008,14955.49,
A,MIO_EUR,PL81,2009,12554.64,
A,MIO_EUR,PL81,2010,14317.18,
A,MIO_EUR,PL81,2011,15147.34,
A,MIO_EUR,PL81,2012,15531.52,
A,MIO_EUR,PL81,2013,15736.73,
A,MIO_EUR,PL81,2014,16265.01,
A,MIO_EUR,PL81,2015,16812.1,
A,MIO_EUR,PL81,2016,16677.48,
A,MIO_EUR,PL81,2017,18310.48,
A,MIO_EUR,PL81,2018,19209.12,
A,MIO_EUR,PL81,2019,20521.39,
A,MIO_EUR,PL81,2020,20157.02,
A,MIO_EUR,PL81,2021,21823.01,
A,MIO_EUR,PL81,2022,24392.43,
A,MIO_EUR,PL81,2023,27218.75,
A,MIO_EUR,PL81,2024,31360.76,p
A,MIO_EUR,PL82,2000,7428.74,
A,MIO_EUR,PL82,2001,8612.13,
A,MIO_EUR,PL82,2002,8560.57,
A,MIO_EUR,PL82,2003,7858.6,
A,MIO_EUR,PL82,2004,8193.31,
A,MIO_EUR,PL82,2005,9722.32,
A,MIO_EUR,PL82,2006,10744.84,
A,MIO_EUR,PL82,2007,12099.73,
A,MIO_EUR,PL82,2008,14362.15,
A,MIO_EUR,PL82,2009,12338.12,
A,MIO_EUR,PL82,2010,13856.04,
A,MIO_EUR,PL82,2011,14697.11,
A,MIO_EUR,PL82,2012,14972.62,
A,MIO_EUR,PL82,2013,15344.88,
A,MIO_EUR,PL82,2014,16047.36,
A,MIO_EUR,PL82,2015,16958.56,
A,MIO_EUR,PL82,2016,16721.06,
A,MIO_EUR,PL82,2017,18140.45,
A,MIO_EUR,PL82,2018,19681.37,
A,MIO_EUR,PL82,2019,21049.8,
A,MIO_EUR,PL82,2020,20301.91,
A,MIO_EUR,PL82,2021,22482.79,
A,MIO_EUR,PL82,2022,24733.07,
A,MIO_EUR,PL82,2023,28452.18,
A,MIO_EUR,PL82,2024,32683.16,p
A,MIO_EUR,PL84,2000,4460.28,
A,MIO_EUR,PL84,2001,5294.57,
A,MIO_EUR,PL84,2002,5213.88,
A,MIO_EUR,PL84,2003,4703.09,
A,MIO_EUR,PL84,2004,4899.76,
A,MIO_EUR,PL84,2005,5848.09,
A,MIO_EUR,PL84,2006,6402.65,
A,MIO_EUR,PL84,2007,7445.97,
A,MIO_EUR,PL84,2008,8483.88,
A,MIO_EUR,PL84,2009,7417.97,
A,MIO_EUR,PL84,2010,8418.32,
A,MIO_EUR,PL84,2011,8864.28,
A,MIO_EUR,PL84,2012,8850.63,
A,MIO_EUR,PL84,2013,9076.42,
A,MIO_EUR,PL84,2014,9426.95,
A,MIO_EUR,PL84,2015,9739.6,
A,MIO_EUR,PL84,2016,9592.98,
A,MIO_EUR,PL84,2017,10628.2,
A,MIO_EUR,PL84,2018,11339.41,
A,MIO_EUR,PL84,2019,12159.83,
A,MIO_EUR,PL84,2020,12178.44,
A,MIO_EUR,PL84,2021,13130.04,
A,MIO_EUR,PL84,2022,14969.97,
A,MIO_EUR,PL84,2023,16895.19,
A,MIO_EUR,PL84,2024,19130.66,p
A,MIO_EUR,PL91,2000,28842.34,
A,MIO_EUR,PL91,2001,33209.31,
A,MIO_EUR,PL91,2002,32363.32,
A,MIO_EUR,PL91,2003,29452.6,
A,MIO_EUR,PL91,2004,31490.25,
A,MIO_EUR,PL91,2005,38726.68,
A,MIO_EUR,PL91,2006,43585.88,
A,MIO_EUR,PL91,2007,50175.43,
A,MIO_EUR,PL91,2008,58460.78,
A,MIO_EUR,PL91,2009,50994.09,
A,MIO_EUR,PL91,2010,58506.1,
A,MIO_EUR,PL91,2011,61314.42,
A,MIO_EUR,PL91,2012,63600.92,
A,MIO_EUR,PL91,2013,65146.41,
A,MIO_EUR,PL91,2014,67839.08,
A,MIO_EUR,PL91,2015,71998.41,
A,MIO_EUR,PL91,2016,71206.31,
A,MIO_EUR,PL91,2017,79170.13,
A,MIO_EUR,PL91,2018,86613.64,
A,MIO_EUR,PL91,2019,93882.7,
A,MIO_EUR,PL91,2020,93557.0,
A,MIO_EUR,PL91,2021,100193.45,
A,MIO_EUR,PL91,2022,115824.76,
A,MIO_EUR,PL91,2023,137734.58,
A,MIO_EUR,PL91,2024,156555.97,p
A,MIO_EUR,PL92,2000,9592.01,
A,MIO_EUR,PL92,2001,10908.13,
A,MIO_EUR,PL92,2002,10594.31,
A,MIO_EUR,PL92,2003,9906.15,
A,MIO_EUR,PL92,2004,10829.39,
A,MIO_EUR,PL92,2005,12802.86,
A,MIO_EUR,PL92,2006,14287.04,
A,MIO_EUR,PL92,2007,16149.22,
A,MIO_EUR,PL92,2008,18763.76,
A,MIO_EUR,PL92,2009,16508.25,
A,MIO_EUR,PL92,2010,19103.61,
A,MIO_EUR,PL92,2011,20644.57,
A,MIO_EUR,PL92,2012,21010.95,
A,MIO_EUR,PL92,2013,20867.28,
A,MIO_EUR,PL92,2014,21981.65,
A,MIO_EUR,PL92,2015,23402.98,
A,MIO_EUR,PL92,2016,23200.42,
A,MIO_EUR,PL92,2017,25332.94,
A,MIO_EUR,PL92,2018,26743.58,
A,MIO_EUR,PL92,2019,29053.97,
A,MIO_EUR,PL92,2020,28415.94,
A,MIO_EUR,PL92,2021,31325.51,
A,MIO_EUR,PL92,2022,37301.37,
A,MIO_EUR,PL92,2023,40858.34,
A,MIO_EUR,PL92,2024,46084.72,p
A,MIO_EUR,PT11,2000,36733.25,
A,MIO_EUR,PT11,2001,39211.24,
A,MIO_EUR,PT11,2002,40679.85,
A,MIO_EUR,PT11,2003,40925.48,
A,MIO_EUR,PT11,2004,42189.08,
A,MIO_EUR,PT11,2005,44166.72,
A,MIO_EUR,PT11,2006,46279.47,
A,MIO_EUR,PT11,2007,49244.39,
A,MIO_EUR,PT11,2008,50552.08,
A,MIO_EUR,PT11,2009,49209.22,
A,MIO_EUR,PT11,2010,50693.19,
A,MIO_EUR,PT11,2011,49837.24,
A,MIO_EUR,PT11,2012,48410.1,
A,MIO_EUR,PT11,2013,49499.68,
A,MIO_EUR,PT11,2014,50874.44,
A,MIO_EUR,PT11,2015,52778.82,
A,MIO_EUR,PT11,2016,55203.52,
A,MIO_EUR,PT11,2017,57724.66,
A,MIO_EUR,PT11,2018,61020.73,
A,MIO_EUR,PT11,2019,63759.19,
A,MIO_EUR,PT11,2020,60954.83,
A,MIO_EUR,PT11,2021,65622.12,
A,MIO_EUR,PT11,2022,72462.89,
A,MIO_EUR,PT11,2023,79954.36,
A,MIO_EUR,PT11,2024,85749.42,p
A,MIO_EUR,PT15,2000,5028.18,
A,MIO_EUR,PT15,2001,5474.5,
A,MIO_EUR,PT15,2002,5860.83,
A,MIO_EUR,PT15,2003,6179.21,
A,MIO_EUR,PT15,2004,6406.09,
A,MIO_EUR,PT15,2005,6800.08,
A,MIO_EUR,PT15,2006,7224.16,
A,MIO_EUR,PT15,2007,7715.68,
A,MIO_EUR,PT15,2008,7926.71,
A,MIO_EUR,PT15,2009,7505.01,
A,MIO_EUR,PT15,2010,7564.98,
A,MIO_EUR,PT15,2011,7370.27,
A,MIO_EUR,PT15,2012,7160.45,
A,MIO_EUR,PT15,2013,7234.71,
A,MIO_EUR,PT15,2014,7489.7,
A,MIO_EUR,PT15,2015,7841.21,
A,MIO_EUR,PT15,2016,8472.37,
A,MIO_EUR,PT15,2017,9160.01,
A,MIO_EUR,PT15,2018,9639.01,
A,MIO_EUR,PT15,2019,10146.77,
A,MIO_EUR,PT15,2020,8441.93,
A,MIO_EUR,PT15,2021,9419.31,
A,MIO_EUR,PT15,2022,11984.17,
A,MIO_EUR,PT15,2023,13214.62,
A,MIO_EUR,PT15,2024,14312.16,p
A,MIO_EUR,PT19,2000,18544.03,
A,MIO_EUR,PT19,2001,19533.95,
A,MIO_EUR,PT19,2002,20347.64,
A,MIO_EUR,PT19,2003,20976.7,
A,MIO_EUR,PT19,2004,21788.83,
A,MIO_EUR,PT19,2005,22573.39,
A,MIO_EUR,PT19,2006,23619.88,
A,MIO_EUR,PT19,2007,24741.83,
A,MIO_EUR,PT19,2008,24911.42,
A,MIO_EUR,PT19,2009,24614.98,
A,MIO_EUR,PT19,2010,25167.63,
A,MIO_EUR,PT19,2011,24679.38,
A,MIO_EUR,PT19,2012,23856.44,
A,MIO_EUR,PT19,2013,24167.44,
A,MIO_EUR,PT19,2014,24466.44,
A,MIO_EUR,PT19,2015,25628.51,
A,MIO_EUR,PT19,2016,26570.93,
A,MIO_EUR,PT19,2017,27703.63,
A,MIO_EUR,PT19,2018,29053.54,
A,MIO_EUR,PT19,2019,30226.85,
A,MIO_EUR,PT19,2020,29191.09,
A,MIO_EUR,PT19,2021,31224.81,
A,MIO_EUR,PT19,2022,34113.88,
A,MIO_EUR,PT19,2023,37169.11,
A,MIO_EUR,PT19,2024,39654.18,p
A,MIO_EUR,PT1A,2000,40338.14,
A,MIO_EUR,PT1A,2001,42578.82,
A,MIO_EUR,PT1A,2002,45249.35,
A,MIO_EUR,PT1A,2003,46697.26,
A,MIO_EUR,PT1A,2004,49183.17,
A,MIO_EUR,PT1A,2005,51213.91,
A,MIO_EUR,PT1A,2006,53168.54,
A,MIO_EUR,PT1A,2007,56135.36,
A,MIO_EUR,PT1A,2008,57594.1,
A,MIO_EUR,PT1A,2009,56640.37,
A,MIO_EUR,PT1A,2010,58011.29,
A,MIO_EUR,PT1A,2011,56947.98,
A,MIO_EUR,PT1A,2012,53749.24,
A,MIO_EUR,PT1A,2013,54127.04,
A,MIO_EUR,PT1A,2014,54326.2,
A,MIO_EUR,PT1A,2015,55530.63,
A,MIO_EUR,PT1A,2016,57346.92,
A,MIO_EUR,PT1A,2017,59991.26,
A,MIO_EUR,PT1A,2018,62919.88,
A,MIO_EUR,PT1A,2019,66384.41,
A,MIO_EUR,PT1A,2020,61477.36,
A,MIO_EUR,PT1A,2021,65457.82,
A,MIO_EUR,PT1A,2022,75526.36,
A,MIO_EUR,PT1A,2023,84658.41,
A,MIO_EUR,PT1A,2024,90685.94,p
A,MIO_EUR,PT1B,2000,7149.0,
A,MIO_EUR,PT1B,2001,7419.29,
A,MIO_EUR,PT1B,2002,7788.39,
A,MIO_EUR,PT1B,2003,7759.29,
A,MIO_EUR,PT1B,2004,8053.67,
A,MIO_EUR,PT1B,2005,8372.46,
A,MIO_EUR,PT1B,2006,9133.26,
A,MIO_EUR,PT1B,2007,9596.62,
A,MIO_EUR,PT1B,2008,9900.87,
A,MIO_EUR,PT1B,2009,9700.81,
A,MIO_EUR,PT1B,2010,9999.17,
A,MIO_EUR,PT1B,2011,9701.62,
A,MIO_EUR,PT1B,2012,9006.81,
A,MIO_EUR,PT1B,2013,9071.99,
A,MIO_EUR,PT1B,2014,9148.51,
A,MIO_EUR,PT1B,2015,9406.99,
A,MIO_EUR,PT1B,2016,9754.63,
A,MIO_EUR,PT1B,2017,10357.0,
A,MIO_EUR,PT1B,2018,11014.66,
A,MIO_EUR,PT1B,2019,11626.51,
A,MIO_EUR,PT1B,2020,11028.84,
A,MIO_EUR,PT1B,2021,11976.16,
A,MIO_EUR,PT1B,2022,13176.45,
A,MIO_EUR,PT1B,2023,14213.78,
A,MIO_EUR,PT1B,2024,15320.17,p
A,MIO_EUR,PT1C,2000,6117.72,
A,MIO_EUR,PT1C,2001,6364.79,
A,MIO_EUR,PT1C,2002,6450.98,
A,MIO_EUR,PT1C,2003,6718.34,
A,MIO_EUR,PT1C,2004,6952.59,
A,MIO_EUR,PT1C,2005,7329.42,
A,MIO_EUR,PT1C,2006,7838.28,
A,MIO_EUR,PT1C,2007,8101.93,
A,MIO_EUR,PT1C,2008,8036.99,
A,MIO_EUR,PT1C,2009,7674.79,
A,MIO_EUR,PT1C,2010,8099.13,
A,MIO_EUR,PT1C,2011,7950.16,
A,MIO_EUR,PT1C,2012,7562.64,
A,MIO_EUR,PT1C,2013,7474.29,
A,MIO_EUR,PT1C,2014,7592.35,
A,MIO_EUR,PT1C,2015,8279.46,
A,MIO_EUR,PT1C,2016,8290.9,
A,MIO_EUR,PT1C,2017,8912.96,
A,MIO_EUR,PT1C,2018,8996.18,
A,MIO_EUR,PT1C,2019,9051.17,
A,MIO_EUR,PT1C,2020,8180.75,
A,MIO_EUR,PT1C,2021,9306.01,
A,MIO_EUR,PT1C,2022,10479.33,
A,MIO_EUR,PT1C,2023,11512.89,
A,MIO_EUR,PT1C,2024,12035.39,p
A,MIO_EUR,PT1D,2000,9060.81,
A,MIO_EUR,PT1D,2001,9464.1,
A,MIO_EUR,PT1D,2002,9913.85,
A,MIO_EUR,PT1D,2003,10316.79,
A,MIO_EUR,PT1D,2004,10802.48,
A,MIO_EUR,PT1D,2005,10853.49,
A,MIO_EUR,PT1D,2006,11393.09,
A,MIO_EUR,PT1D,2007,11986.12,
A,MIO_EUR,PT1D,2008,11916.33,
A,MIO_EUR,PT1D,2009,11819.51,
A,MIO_EUR,PT1D,2010,11913.46,
A,MIO_EUR,PT1D,2011,11518.7,
A,MIO_EUR,PT1D,2012,11070.17,
A,MIO_EUR,PT1D,2013,11202.75,
A,MIO_EUR,PT1D,2014,11339.23,
A,MIO_EUR,PT1D,2015,11720.37,
A,MIO_EUR,PT1D,2016,12225.24,
A,MIO_EUR,PT1D,2017,12725.32,
A,MIO_EUR,PT1D,2018,13121.45,
A,MIO_EUR,PT1D,2019,13683.3,
A,MIO_EUR,PT1D,2020,13183.83,
A,MIO_EUR,PT1D,2021,13889.43,
A,MIO_EUR,PT1D,2022,14918.26,
A,MIO_EUR,PT1D,2023,17102.12,
A,MIO_EUR,PT1D,2024,18226.56,p
A,MIO_EUR,PT20,2000,2406.58,
A,MIO_EUR,PT20,2001,2642.99,
A,MIO_EUR,PT20,2002,2846.46,
A,MIO_EUR,PT20,2003,2957.05,
A,MIO_EUR,PT20,2004,3071.19,
A,MIO_EUR,PT20,2005,3238.49,
A,MIO_EUR,PT20,2006,3404.32,
A,MIO_EUR,PT20,2007,3579.21,
A,MIO_EUR,PT20,2008,3738.0,
A,MIO_EUR,PT20,2009,3706.45,
A,MIO_EUR,PT20,2010,3786.88,
A,MIO_EUR,PT20,2011,3704.59,
A,MIO_EUR,PT20,2012,3546.49,
A,MIO_EUR,PT20,2013,3619.91,
A,MIO_EUR,PT20,2014,3640.01,
A,MIO_EUR,PT20,2015,3767.69,
A,MIO_EUR,PT20,2016,3917.85,
A,MIO_EUR,PT20,2017,4027.89,
A,MIO_EUR,PT20,2018,4173.38,
A,MIO_EUR,PT20,2019,4349.0,
A,MIO_EUR,PT20,2020,3997.1,
A,MIO_EUR,PT20,2021,4374.46,
A,MIO_EUR,PT20,2022,4859.15,
A,MIO_EUR,PT20,2023,5374.16,
A,MIO_EUR,PT20,2024,5753.26,p
A,MIO_EUR,PT30,2000,2722.83,
A,MIO_EUR,PT30,2001,2827.01,
A,MIO_EUR,PT30,2002,3212.36,
A,MIO_EUR,PT30,2003,3374.38,
A,MIO_EUR,PT30,2004,3665.56,
A,MIO_EUR,PT30,2005,3895.31,
A,MIO_EUR,PT30,2006,4107.96,
A,MIO_EUR,PT30,2007,4311.88,
A,MIO_EUR,PT30,2008,4465.4,
A,MIO_EUR,PT30,2009,4349.27,
A,MIO_EUR,PT30,2010,4427.65,
A,MIO_EUR,PT30,2011,4431.35,
A,MIO_EUR,PT30,2012,4053.34,
A,MIO_EUR,PT30,2013,4130.78,
A,MIO_EUR,PT30,2014,4184.56,
A,MIO_EUR,PT30,2015,4287.75,
A,MIO_EUR,PT30,2016,4457.56,
A,MIO_EUR,PT30,2017,4757.59,
A,MIO_EUR,PT30,2018,4913.45,
A,MIO_EUR,PT30,2019,5106.6,
A,MIO_EUR,PT30,2020,4426.02,
A,MIO_EUR,PT30,2021,5073.17,
A,MIO_EUR,PT30,2022,6265.72,
A,MIO_EUR,PT30,2023,6963.42,
A,MIO_EUR,PT30,2024,7486.0,p
A,MIO_EUR,PTZZ,2000,313.91,
A,MIO_EUR,PTZZ,2001,258.33,
A,MIO_EUR,PTZZ,2002,204.56,
A,MIO_EUR,PTZZ,2003,163.37,
A,MIO_EUR,PTZZ,2004,135.74,
A,MIO_EUR,PTZZ,2005,109.44,
A,MIO_EUR,PTZZ,2006,91.51,
A,MIO_EUR,PTZZ,2007,70.36,
A,MIO_EUR,PTZZ,2008,60.88,
A,MIO_EUR,PTZZ,2009,196.03,
A,MIO_EUR,PTZZ,2010,196.98,
A,MIO_EUR,PTZZ,2011,176.72,
A,MIO_EUR,PTZZ,2012,123.06,
A,MIO_EUR,PTZZ,2013,147.05,
A,MIO_EUR,PTZZ,2014,125.23,
A,MIO_EUR,PTZZ,2015,151.29,
A,MIO_EUR,PTZZ,2016,140.83,
A,MIO_EUR,PTZZ,2017,148.84,
A,MIO_EUR,PTZZ,2018,145.37,
A,MIO_EUR,PTZZ,2019,156.11,
A,MIO_EUR,PTZZ,2020,150.97,
A,MIO_EUR,PTZZ,2021,150.45,
A,MIO_EUR,PTZZ,2022,170.88,
A,MIO_EUR,PTZZ,2023,189.75,
A,MIO_EUR,PTZZ,2024,204.88,p
A,MIO_EUR,RO11,2000,4592.47,
A,MIO_EUR,RO11,2001,5239.14,
A,MIO_EUR,RO11,2002,5797.92,
A,MIO_EUR,RO11,2003,6070.59,
A,MIO_EUR,RO11,2004,7172.71,
A,MIO_EUR,RO11,2005,9242.56,
A,MIO_EUR,RO11,2006,11470.57,
A,MIO_EUR,RO11,2007,15357.72,
A,MIO_EUR,RO11,2008,16700.41,
A,MIO_EUR,RO11,2009,14467.61,
A,MIO_EUR,RO11,2010,14687.61,
A,MIO_EUR,RO11,2011,15032.18,
A,MIO_EUR,RO11,2012,15664.91,
A,MIO_EUR,RO11,2013,16018.88,
A,MIO_EUR,RO11,2014,17260.0,
A,MIO_EUR,RO11,2015,18343.58,
A,MIO_EUR,RO11,2016,19674.61,
A,MIO_EUR,RO11,2017,22763.82,
A,MIO_EUR,RO11,2018,24651.4,
A,MIO_EUR,RO11,2019,27234.06,
A,MIO_EUR,RO11,2020,27189.16,
A,MIO_EUR,RO11,2021,29555.39,
A,MIO_EUR,RO11,2022,34017.06,
A,MIO_EUR,RO11,2023,39528.68,
A,MIO_EUR,RO11,2024,43372.21,p
A,MIO_EUR,RO12,2000,4915.72,
A,MIO_EUR,RO12,2001,5432.51,
A,MIO_EUR,RO12,2002,5966.38,
A,MIO_EUR,RO12,2003,6167.81,
A,MIO_EUR,RO12,2004,7030.57,
A,MIO_EUR,RO12,2005,8906.44,
A,MIO_EUR,RO12,2006,11148.77,
A,MIO_EUR,RO12,2007,15110.34,
A,MIO_EUR,RO12,2008,16297.49,
A,MIO_EUR,RO12,2009,14076.04,
A,MIO_EUR,RO12,2010,14680.18,
A,MIO_EUR,RO12,2011,15442.53,
A,MIO_EUR,RO12,2012,15844.66,
A,MIO_EUR,RO12,2013,15795.68,
A,MIO_EUR,RO12,2014,16610.47,
A,MIO_EUR,RO12,2015,17772.42,
A,MIO_EUR,RO12,2016,18901.86,
A,MIO_EUR,RO12,2017,21050.68,
A,MIO_EUR,RO12,2018,23403.47,
A,MIO_EUR,RO12,2019,25121.84,
A,MIO_EUR,RO12,2020,24998.04,
A,MIO_EUR,RO12,2021,27125.48,
A,MIO_EUR,RO12,2022,30361.49,
A,MIO_EUR,RO12,2023,35933.92,
A,MIO_EUR,RO12,2024,39265.18,p
A,MIO_EUR,RO21,2000,4786.14,
A,MIO_EUR,RO21,2001,5426.75,
A,MIO_EUR,RO21,2002,5871.67,
A,MIO_EUR,RO21,2003,6065.28,
A,MIO_EUR,RO21,2004,6933.86,
A,MIO_EUR,RO21,2005,8775.92,
A,MIO_EUR,RO21,2006,10567.46,
A,MIO_EUR,RO21,2007,13800.72,
A,MIO_EUR,RO21,2008,15524.63,
A,MIO_EUR,RO21,2009,13447.68,
A,MIO_EUR,RO21,2010,13727.43,
A,MIO_EUR,RO21,2011,13884.08,
A,MIO_EUR,RO21,2012,14245.99,
A,MIO_EUR,RO21,2013,14599.93,
A,MIO_EUR,RO21,2014,15281.38,
A,MIO_EUR,RO21,2015,16152.34,
A,MIO_EUR,RO21,2016,16914.1,
A,MIO_EUR,RO21,2017,19328.03,
A,MIO_EUR,RO21,2018,21347.89,
A,MIO_EUR,RO21,2019,23481.65,
A,MIO_EUR,RO21,2020,23669.67,
A,MIO_EUR,RO21,2021,25305.02,
A,MIO_EUR,RO21,2022,28258.5,
A,MIO_EUR,RO21,2023,33993.78,
A,MIO_EUR,RO21,2024,37486.18,p
A,MIO_EUR,RO22,2000,4778.31,
A,MIO_EUR,RO22,2001,5275.64,
A,MIO_EUR,RO22,2002,5708.44,
A,MIO_EUR,RO22,2003,5881.83,
A,MIO_EUR,RO22,2004,7152.81,
A,MIO_EUR,RO22,2005,8974.12,
A,MIO_EUR,RO22,2006,10907.2,
A,MIO_EUR,RO22,2007,13791.0,
A,MIO_EUR,RO22,2008,15282.39,
A,MIO_EUR,RO22,2009,13351.68,
A,MIO_EUR,RO22,2010,13592.18,
A,MIO_EUR,RO22,2011,15098.8,
A,MIO_EUR,RO22,2012,15095.25,
A,MIO_EUR,RO22,2013,16165.98,
A,MIO_EUR,RO22,2014,16997.23,
A,MIO_EUR,RO22,2015,17118.87,
A,MIO_EUR,RO22,2016,17498.97,
A,MIO_EUR,RO22,2017,19094.01,
A,MIO_EUR,RO22,2018,21037.97,
A,MIO_EUR,RO22,2019,22104.94,
A,MIO_EUR,RO22,2020,21134.32,
A,MIO_EUR,RO22,2021,24020.46,
A,MIO_EUR,RO22,2022,27270.58,
A,MIO_EUR,RO22,2023,30435.78,
A,MIO_EUR,RO22,2024,33308.2,p
A,MIO_EUR,RO31,2000,5054.47,
A,MIO_EUR,RO31,2001,5806.5,
A,MIO_EUR,RO31,2002,6218.26,
A,MIO_EUR,RO31,2003,6399.72,
A,MIO_EUR,RO31,2004,7830.97,
A,MIO_EUR,RO31,2005,10071.3,
A,MIO_EUR,RO31,2006,12352.63,
A,MIO_EUR,RO31,2007,15917.27,
A,MIO_EUR,RO31,2008,18375.76,
A,MIO_EUR,RO31,2009,16459.38,
A,MIO_EUR,RO31,2010,15978.1,
A,MIO_EUR,RO31,2011,18240.69,
A,MIO_EUR,RO31,2012,16757.44,
A,MIO_EUR,RO31,2013,17579.97,
A,MIO_EUR,RO31,2014,19757.17,
A,MIO_EUR,RO31,2015,19609.42,
A,MIO_EUR,RO31,2016,20546.75,
A,MIO_EUR,RO31,2017,21927.57,
A,MIO_EUR,RO31,2018,24218.13,
A,MIO_EUR,RO31,2019,25371.39,
A,MIO_EUR,RO31,2020,24747.9,
A,MIO_EUR,RO31,2021,27249.09,
A,MIO_EUR,RO31,2022,32361.85,
A,MIO_EUR,RO31,2023,34264.82,
A,MIO_EUR,RO31,2024,37228.15,p
A,MIO_EUR,RO32,2000,9078.1,
A,MIO_EUR,RO32,2001,9504.76,
A,MIO_EUR,RO32,2002,10362.31,
A,MIO_EUR,RO32,2003,10909.09,
A,MIO_EUR,RO32,2004,12952.99,
A,MIO_EUR,RO32,2005,18991.73,
A,MIO_EUR,RO32,2006,22856.46,
A,MIO_EUR,RO32,2007,30690.35,
A,MIO_EUR,RO32,2008,38384.9,
A,MIO_EUR,RO32,2009,30936.82,
A,MIO_EUR,RO32,2010,32362.69,
A,MIO_EUR,RO32,2011,36554.84,
A,MIO_EUR,RO32,2012,37024.13,
A,MIO_EUR,RO32,2013,38302.09,
A,MIO_EUR,RO32,2014,39573.21,
A,MIO_EUR,RO32,2015,44083.31,
A,MIO_EUR,RO32,2016,45432.8,
A,MIO_EUR,RO32,2017,50564.81,
A,MIO_EUR,RO32,2018,54939.63,
A,MIO_EUR,RO32,2019,61676.13,
A,MIO_EUR,RO32,2020,61075.39,
A,MIO_EUR,RO32,2021,67785.03,
A,MIO_EUR,RO32,2022,81728.83,
A,MIO_EUR,RO32,2023,93684.08,
A,MIO_EUR,RO32,2024,104408.96,p
A,MIO_EUR,RO41,2000,3528.78,
A,MIO_EUR,RO41,2001,4088.18,
A,MIO_EUR,RO41,2002,4044.28,
A,MIO_EUR,RO41,2003,4525.75,
A,MIO_EUR,RO41,2004,5303.48,
A,MIO_EUR,RO41,2005,6468.29,
A,MIO_EUR,RO41,2006,8050.15,
A,MIO_EUR,RO41,2007,10232.95,
A,MIO_EUR,RO41,2008,11391.89,
A,MIO_EUR,RO41,2009,9986.75,
A,MIO_EUR,RO41,2010,10074.4,
A,MIO_EUR,RO41,2011,10557.72,
A,MIO_EUR,RO41,2012,10804.44,
A,MIO_EUR,RO41,2013,10826.24,
A,MIO_EUR,RO41,2014,10973.98,
A,MIO_EUR,RO41,2015,11758.96,
A,MIO_EUR,RO41,2016,12111.64,
A,MIO_EUR,RO41,2017,13891.64,
A,MIO_EUR,RO41,2018,15811.88,
A,MIO_EUR,RO41,2019,17219.24,
A,MIO_EUR,RO41,2020,16665.05,
A,MIO_EUR,RO41,2021,18001.56,
A,MIO_EUR,RO41,2022,21876.12,
A,MIO_EUR,RO41,2023,24638.4,
A,MIO_EUR,RO41,2024,26769.2,p
A,MIO_EUR,RO42,2000,3807.22,
A,MIO_EUR,RO42,2001,4328.01,
